id,season,week,season_type,start_date,start_time_tbd,neutral_site,conference_game,attendance,venue_id,venue,home_id,home_team,home_conference,home_points,home_line_scores[0],home_line_scores[1],home_line_scores[2],home_line_scores[3],home_post_win_prob,away_id,away_team,away_conference,away_points,away_line_scores[0],away_line_scores[1],away_line_scores[2],away_line_scores[3],away_post_win_prob,excitement_index
401022515,2018,1,regular,2018-09-02T00:00:00.000Z,,FALSE,FALSE,0,3971,University Stadium,167,New Mexico,Mountain West,62,28,7,13,14,0.999158119,2916,Incarnate Word,,30,7,9,0,14,0.000841881,0.307032201
401022516,2018,1,regular,2018-09-02T02:00:00.000Z,,FALSE,FALSE,0,3660,Bulldog Stadium,278,Fresno State,Mountain West,79,16,28,14,21,0.999540271,70,Idaho,,13,6,0,7,0,0.000459729,0.44916634
401012677,2018,1,regular,2018-09-02T02:30:00.000Z,,FALSE,FALSE,0,3947,Sun Devil Stadium,9,Arizona State,Pac-12,49,14,14,14,7,0.999992007,2636,UT San Antonio,Conference USA,7,0,0,0,7,7.99293E-06,0.574617269
401012676,2018,1,regular,2018-09-02T02:45:00.000Z,,FALSE,FALSE,0,3619,Arizona Stadium,12,Arizona,Pac-12,23,0,10,0,13,0.252378224,252,BYU,FBS Independents,28,0,7,21,0,0.747621776,5.07418613
401019475,2018,1,regular,2018-09-02T03:00:00.000Z,,FALSE,FALSE,0,3610,Aloha Stadium,62,Hawai'i,Mountain West,59,14,24,0,21,0.979641413,2426,Navy,American Athletic,41,0,14,14,13,0.020358587,3.763171555
401079833,2018,1,regular,2018-09-02T19:30:00.000Z,,FALSE,FALSE,0,3699,Dowdy-Ficklen Stadium,151,East Carolina,American Athletic,23,3,14,3,3,0.480152141,2448,North Carolina A&T,,28,7,7,0,14,0.519847859,6.963101253
401013095,2018,1,regular,2018-09-02T23:30:00.000Z,,TRUE,FALSE,0,3687,AT&T Stadium,99,LSU,SEC,33,10,17,6,0,0.9559553,2390,Miami,ACC,17,3,0,0,14,0.0440447,3.847069333
401013096,2018,1,regular,2018-09-04T00:00:00.000Z,,FALSE,TRUE,0,3697,Bobby Bowden Field at Doak Campbell Stadium,52,Florida State,ACC,3,0,3,0,0,0.312467705,259,Virginia Tech,ACC,24,10,7,0,7,0.687532295,3.918349344
401019477,2018,2,regular,2018-09-08T00:00:00.000Z,,FALSE,FALSE,0,3735,Gerald J. Ford Stadium,2567,SMU,American Athletic,12,9,3,0,0,0.00426643,2628,TCU,Big 12,42,0,14,14,14,0.99573357,2.80920505
401013352,2018,2,regular,2018-09-08T16:00:00.000Z,,FALSE,FALSE,0,3907,Ross-Ade Stadium,2509,Purdue,Big Ten,19,6,6,0,7,0.431481725,2199,Eastern Michigan,Mid-American,20,7,3,0,10,0.568518275,7.696452797
401012726,2018,2,regular,2018-09-08T16:00:00.000Z,,FALSE,FALSE,0,4728,John O'Quinn Field at TDECU Stadium,248,Houston,American Athletic,45,21,10,7,7,0.999197292,12,Arizona,Pac-12,18,0,0,10,8,0.000802708,1.620627201
401013108,2018,2,regular,2018-09-08T16:00:00.000Z,,FALSE,FALSE,0,3630,BB&T Field,154,Wake Forest,ACC,51,14,24,3,10,0.997077166,119,Towson,,20,14,6,0,0,0.002922834,0.35288939
401013355,2018,2,regular,2018-09-08T16:00:00.000Z,,FALSE,FALSE,0,347,Camp Randall Stadium,275,Wisconsin,Big Ten,45,3,7,14,21,0.999859964,167,New Mexico,Mountain West,14,7,0,0,7,0.000140036,0.939574419
401013098,2018,2,regular,2018-09-08T16:00:00.000Z,,FALSE,FALSE,0,3911,Ryan Field,77,Northwestern,Big Ten,7,7,0,0,0,0.056287583,150,Duke,ACC,21,0,21,0,0,0.943712417,4.307281342
401012889,2018,2,regular,2018-09-08T16:00:00.000Z,,FALSE,FALSE,0,3558,Michigan Stadium,130,Michigan,Big Ten,49,21,14,7,7,0.993954936,2711,Western Michigan,Mid-American,3,0,0,0,3,0.006045064,0.298619872
401013367,2018,2,regular,2018-09-08T16:00:00.000Z,,FALSE,FALSE,0,3841,Blaik Field at Michie Stadium,349,Army,FBS Independents,38,14,3,7,14,0.977350093,2335,Liberty,FBS Independents,14,0,0,14,0,0.022649907,2.229222824
401012271,2018,2,regular,2018-09-08T16:00:00.000Z,,FALSE,FALSE,0,3973,Vanderbilt Stadium,238,Vanderbilt,SEC,41,0,17,17,7,0.9996956,2440,Nevada,Mountain West,10,0,10,0,0,0.0003044,2.260512499
401012266,2018,2,regular,2018-09-08T16:00:00.000Z,,FALSE,FALSE,0,3636,Bill Snyder Family Football Stadium,2306,Kansas State,Big 12,10,3,0,7,0,0.003886997,344,Mississippi State,SEC,31,3,14,7,7,0.996113003,2.34350567
401013100,2018,2,regular,2018-09-08T16:00:00.000Z,,FALSE,FALSE,0,3886,Raymond James Stadium,58,South Florida,American Athletic,49,14,7,7,21,0.349076803,59,Georgia Tech,ACC,38,17,0,14,7,0.650923197,7.670626927
401013104,2018,2,regular,2018-09-08T16:30:00.000Z,,FALSE,FALSE,0,3670,Carter-Finley Stadium,152,NC State,ACC,41,10,10,7,14,0.999755935,2247,Georgia State,Sun Belt,7,7,0,0,0,0.000244065,3.387844821
401012728,2018,2,regular,2018-09-08T17:00:00.000Z,,FALSE,FALSE,0,3835,Gaylord Family Oklahoma Memorial Stadium,201,Oklahoma,Big 12,49,14,7,14,14,0.99786802,26,UCLA,Pac-12,21,7,0,0,14,0.00213198,0.450571725
401013097,2018,2,regular,2018-09-08T17:00:00.000Z,,FALSE,FALSE,0,3615,Alumni Stadium,103,Boston College,ACC,62,21,13,14,14,0.999998507,107,Holy Cross,,14,0,0,7,7,1.49314E-06,1.197707991
401013107,2018,2,regular,2018-09-08T18:00:00.000Z,,FALSE,FALSE,0,3799,Lane Stadium,259,Virginia Tech,ACC,62,17,21,17,7,0.999908291,2729,William & Mary,,17,0,7,7,3,9.17088E-05,0.060708086
401014983,2018,2,regular,2018-09-08T18:00:00.000Z,,FALSE,FALSE,0,3715,FAU Stadium,2226,Florida Atlantic,Conference USA,33,6,13,6,8,0.997780703,2005,Air Force,Mountain West,26,0,7,13,6,0.002219297,3.855394349
401012731,2018,2,regular,2018-09-08T18:00:00.000Z,,FALSE,FALSE,0,3626,Autzen Stadium,2483,Oregon,Pac-12,62,14,21,14,13,0.999962679,2502,Portland State,,14,0,7,0,7,3.73212E-05,0.019951039
401013049,2018,2,regular,2018-09-08T19:00:00.000Z,,FALSE,FALSE,0,3786,Kelly/Shorts Stadium,2117,Central Michigan,Mid-American,7,0,0,7,0,0.004369817,2305,Kansas,Big 12,31,0,7,14,10,0.995630183,3.6911757
401013377,2018,2,regular,2018-09-08T19:30:00.000Z,,FALSE,FALSE,0,3855,Notre Dame Stadium,87,Notre Dame,FBS Independents,24,7,7,10,0,0.917614448,2050,Ball State,Mid-American,16,3,3,0,10,0.082385552,1.003261357
401020678,2018,2,regular,2018-09-08T19:30:00.000Z,,FALSE,FALSE,0,3768,Summa Field at InfoCision Stadium,2006,Akron,Mid-American,41,17,10,14,0,0.999980391,2415,Morgan State,,7,0,0,0,7,1.96088E-05,0.064515595
