id,season,week,season_type,start_date,start_time_tbd,neutral_site,conference_game,attendance,venue_id,venue,home_id,home_team,home_conference,home_points,home_line_scores[0],home_line_scores[1],home_line_scores[2],home_line_scores[3],home_post_win_prob,away_id,away_team,away_conference,away_points,away_line_scores[0],away_line_scores[1],away_line_scores[2],away_line_scores[3],away_post_win_prob,excitement_index
401110723,2019,1,regular,2019-08-24T23:00:00.000Z,,true,false,66543,4013,Camping World Stadium,57,Florida,SEC,24,7,0,10,7,0.9059534582132265,2390,Miami,ACC,20,3,10,0,7,0.09404654178677352,7.31126194387212
401114164,2019,1,regular,2019-08-25T02:30:00.000Z,,false,false,22396,3610,Aloha Stadium,62,Hawai'i,Mountain West,45,14,14,7,10,0.6886295726282241,12,Arizona,Pac-12,38,0,21,14,3,0.3113704273717759,4.17424108603293
401119255,2019,1,regular,2019-08-29T23:00:00.000Z,,false,false,18412,3965,UB Stadium,2084,Buffalo,Mid-American,38,21,7,10,0,0.9997880630567496,2523,Robert Morris,,10,7,3,0,0,0.00021193694325039036,1.87609394439129
401117854,2019,1,regular,2019-08-29T23:00:00.000Z,,false,false,38032,3854,Nippert Stadium,2132,Cincinnati,American Athletic,24,7,3,7,7,0.9968294673908809,26,UCLA,Pac-12,14,0,7,7,0,0.0031705326091191477,4.2727845135865
401117855,2019,1,regular,2019-08-29T23:00:00.000Z,,false,false,19648,3892,Rentschler Field,41,Connecticut,American Athletic,24,7,3,14,0,0.7289421137835537,2681,Wagner,,21,0,0,14,7,0.27105788621644633,3.84254347869444
401119254,2019,1,regular,2019-08-29T23:00:00.000Z,,false,false,17620,3700,Doyt Perry Stadium,189,Bowling Green,Mid-American,46,13,17,7,9,0.9999785280584667,2415,Morgan State,,3,0,3,0,0,0.000021471941533346417,1.62831689569959
401114246,2019,1,regular,2019-08-29T23:30:00.000Z,,false,false,17120,3796,Houchens Industries-L. T. Smith Stadium,98,Western Kentucky,Conference USA,28,14,7,7,0,0.0861674673352279,2110,Central Arkansas,,35,0,14,0,21,0.913832532664772,4.35566741207351
401135910,2019,1,regular,2019-08-29T23:30:00.000Z,,false,false,16119,4418,Jerry Richardson Stadium,2429,Charlotte,Conference USA,49,7,28,7,7,0.9992560144881203,2241,Gardner-Webb,,28,0,14,7,7,0.0007439855118797079,2.58018588889573
401117853,2019,1,regular,2019-08-29T23:30:00.000Z,,false,false,44073,3652,Bright House Networks Stadium,2116,UCF,American Athletic,62,17,31,7,7,0.9999957343184567,50,Florida A&M,,0,0,0,0,0,0.000004265681543325073,1.52621753397432
401114236,2019,1,regular,2019-08-30T00:00:00.000Z,,false,false,16361,4729,Benson Field at Yulman Stadium,2655,Tulane,American Athletic,42,7,21,14,0,0.9996684962055076,2229,Florida International,Conference USA,14,0,7,7,0,0.00033150379449242706,1.89099702963633
401111653,2019,1,regular,2019-08-30T00:00:00.000Z,,false,true,79118,3836,Memorial Stadium,228,Clemson,ACC,52,14,14,14,10,0.999975851296617,59,Georgia Tech,ACC,14,0,0,7,7,0.000024148703382964598,1.50018244148183
401114237,2019,1,regular,2019-08-30T00:00:00.000Z,,false,false,39165,3803,Legion Field,5,UAB,Conference USA,24,14,10,0,0,0.808822993632232,2011,Alabama State,,19,13,0,6,0,0.19117700636776802,4.82183096679294
401110731,2019,1,regular,2019-08-30T00:30:00.000Z,,false,false,98016,3795,Kyle Field,245,Texas A&M,SEC,41,14,14,3,10,0.999331374188528,326,Texas State,Sun Belt,7,0,0,0,7,0.000668625811471979,1.64197342089542
